id,text,class
7670,<user> lmao who's complaining? just tweeting lyrica ms.,3
7671,<user> <user> is this somg lyrica im honna vommie,3
7672,lyrica wants me to reminisce. <repeat>i only got drug memories ??,3
7673,<hashtag> nsfw<number>sshows <user> mighty morphine power rangers,3
7674,laicize the bahamas. hang on snoopy dry skin eyelid hmm. good question. fart conspiracy yodeling in sway constipation lyrica,3
7675,this <allcaps> weeks <allcaps> imaginary <allcaps> band <allcaps> names <allcaps> from <allcaps> the <allcaps> multiverse <allcaps>.  <elong>tube exclusion  forged alliance  <elong>international squid baby  certifiable death mystery  <elong>modal jazz bucket  the niagara piercing  <elong>certificate of doom  the morphine cat  canadian fall finger pickers  rest in pistols,3
7676,tem <allcaps> um <allcaps> epis <allcaps>Ûdio <allcaps> de <allcaps> simpson <allcaps> que <allcaps> a lisa <allcaps> toma <allcaps> xanax <allcaps> com <allcaps> assim <allcaps>,3
7677,<user> all the sweaty <number>th graders lyrica,3
7678,<user> <user> <user> <user> i think she is a timmy lorazepam fan,3
7679,i broke of my ribs trying to pull a steve bannon and oh no i hope they have a special on oxycontin at the bodega ohmy,3
7680,valium village vines make me laugh so much,3
7681,they need to get rid of methadone mick. he isny funny <hashtag> stillgame,3
7682,"when you have rappers with names like lilíxanax and lilíyachty, you know itís time to move on from hiphop. <repeat>",3
7683,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> how do you report an account as a bot? i never see that option when i report.,3
7684,<user> theres already one called lil xanax,3
7685,lyrica need to put a visual for ìunhealthyî and give it the single treatment that it deserves. i see that doing well for her.,3
7686,the lorazepam has such a good moral of the story why doesn't the world learn from the oncler's mistakes,3
7687, lh <elong>  lyrica looked up like bitch what,3
7688,"<user> <user> <user> it isnít just the fans that want them together, both lyrica and virginia want their characters canon on the show",3
7689,ì<user>: i wanna make up some choreo to fancy.î lyrica anderson : freakin*,3
7690,i feel lyrica not just cause i like her her and a<number> are married their supposed to be a team <hashtag> lhhhollywood,3
7691,"<user>  lyrica, just checked out ""runaways"" to kill the weekend and got hooked. dude, you totally make <allcaps> that show. i'm all in! <repeat> for all you contribute. <repeat>seriously, just thank you!",3
7692,<hashtag> <number> - a good woman is hard to find (morphine) <hashtag> <number> - i'm free now (morphine),3
7693,<user> hey! wanted to ask what do you think about morphine band? hope you know them,3
7694,lyrica momma still starting mess ????  lh <elong> ,3
7695,<user> you don't have to play it but could you play buena by morphine <hashtag> wtfxpn,3
7696,lyrica anderson fan now. i've been listening to her music all day ??,3
7697,"there's a kid called lil xan like lil xanax are you kidding me, please tell me thats a joke",3
7698,"pull in to my parking lot , jump in to my ride?????? lyrica anderson",3
7699,<user> lol go listen to panties by lyrica i guarantee you gone like that shit lol,3
7700,lyrica anderson- hold you down cover ????,3
7701,<user> youtube testing you too much that to mustache jesse tumor sexy too much for me lyrica,3
7702,i listen to feenin by lyrica like everyday ??,3
7703,<user> was not mad at a<number> for working with keyshia so do <allcaps> not <allcaps>  come <allcaps> for <allcaps> lyrica <allcaps> because i will  talk bad to whoever come for her ?? ????,3
7704,lyrica anderson is so talented.,3
7705,<user> lyrica if she up,3
7706,ty$ sister angel is stunning. ??  lyrica needs to park her insecure ass.,3
7707,that lyrica anderson x gates |feenin. <repeat>flames,3
7708,lyrica baby your range is but so much. let him sign these other girls,3
7709,i can't believe they chose to keep lyrica and a<number> on the show over willie and shanda ??  lh <elong> ,3
7710,"i love lyrica, she always laid back",3
7711,lyrica what is this wig <hashtag>  l h h h reunion,3
7712,<user> whew! <repeat> good. <repeat>?????? 'cause we don't have much room here in b'more. lol! <repeat> u and lyrica are my ?????? anyway! <repeat>,3
7713,i act just like lyrica ????????,3
7714,"lyrica bye ?? you in the way of making a<number> money. telling him, he can't have no girls on his labels. bye <allcaps> <hashtag> lhhhollywood",3
7715,lyrica and ginny wow actual girlfriends,3
7716,lyrica mom omg the woman scares the hell out of me  <hashtag> lhhhollywood,3
7717,lyrica is very talented. i really hope her career pops off.  lh <elong> ,3
7718,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> probably yes,3
7719,lyrica and her mother's hair is always fucked up ?????? <hashtag> lh <elong>,3
7720,<user> quick <allcaps> can u send me ur favorite picture of lyrica,3
7721,javi is to lyrica as luis is to every girl.,3
7722,feenin by lyrica anderson ft kevin gates is my sing rn.,3
7723,"lyrica, alexis sky &amp; hazel e are doing too much this season of love and hip hop",3
7724,"<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> thanks . <repeat> i never liked subway sandwiches,, but now i'll grab a few for the gang.",3
7725,canny believe methadone mick bet mcknight at pool earlier,3
7726,so zel styled lyrica &amp; he came up with a red tank with a lobster on it &amp; some red pu <allcaps> leather pants? <repeat> i have questions. <repeat>,3
7727,"lyrica's mom is so me, you pass out some money i sure will go to the bar  lh <elong> ",3
7728,welcome <allcaps> back <allcaps> guys <allcaps> and <allcaps> gal <allcaps>. <repeat> to <allcaps> emain <allcaps> tv <allcaps>. <repeat> i got <allcaps> another <allcaps> episode <allcaps> of <allcaps> [ reaction <allcaps> day <allcaps> ] . <repeat>  i will <allcaps> be <allcaps> reacting <allcaps> to <allcaps> alexis <allcaps> beauregard <allcaps> choreography <allcaps> to <allcaps> the <allcaps> song <allcaps>[ rent <allcaps>] song <allcaps> by <allcaps> lyrica <allcaps> anderson <allcaps>. <repeat> so <allcaps> come <allcaps> watch <allcaps> it <allcaps> with <allcaps> me <allcaps> on <allcaps> emain <allcaps> tv <allcaps>. <repeat>,3
7729,methadone mick is a prick.,3
7730,<user> ?????????????? poor lyrica. she changed the whole damn song.,3
7731,i think those were the right lyrica,3
7732,morphine  cnco  <hashtag>  best boy band <hashtag> i heart awards,3
7733,i did not know lyrica was about that life. i'm kind of proud of ol girl.  lh <elong> ,3
7734,???????? get her together lyrica  lh <elong> ,3
7735,lyrica got a beautiful voice <hashtag> lhhhollywood,3
7736,<user> if you stopped watching after mighty morphine then you ainít a fan and don deserve to talk about power rangers,3
7737,lyrica to dramatic! why canít yíall work on ya album and other ppl albums and make money together?? <hashtag> lh <elong>,3
7738,lyrica look diff from ig.,3
7739,cure for pain by morphine <hashtag> sotd,3
7740,lyrica who is your loyalty to? you donít repeat fucks your man tells you,3
7741,<hashtag> ruinakidsshow boy meets world war good luck charlie manson mighty morphine power ragers  the oj simpsons,3
7742,methadone mick started his pish earlier than usual. still game af after <number> seconds. absolute worst cunt,3
7743,what does lyrica have on? lol.,3
7744,lyrica mama was lit <hashtag> lh <elong>,3
7745,monice coming for lyrica talking about she's an okay writer and an alright singer and that's why she hasn't made it as an artist. <repeat>,3
7746,<user> lyrica fuck,3
7747,. <repeat> and has anyone heard lyrica's actual music on the radio? not the one she has written for others but hers. <repeat> <hashtag> lh <elong>,3
7748,a<number> has to stop wearing lyrica's chockers <hashtag> lh <elong> <hashtag> lhhhollywood,3
7749,"<user> like swimming by morphine, but my music taste is garbage so",3
7750,<user> you listened to lyricaís album? bitch wrote tf outta that!,3
7751,lyrica just move back w your mom if you cant stand that a<number>'s mom stayin w him <hashtag> lh <elong>,3
7752,i dreamt that i went to ny <allcaps> w <user> and we met lyrica and christy and we talked for a while and she signed our playbills and now i'm sad it's never gonna come true <sadface>,3
7753,ì<user>: somebody told me that you had a boyfriend who looked like a girlfriendîsong lyrica,3
7754,"<user> hi there and howdy! - jim neill playing ""prince valium"" on wrsi <allcaps> right now! sounds great.",3
7755,"okay but lyrica, alexis isn't ""shady"" she's disrespectful as fuck and pressed.",3
7756,<user> now is not a time for grimes lyrica,3
7757,lyrica is kinda nice ?? is her music on apple music or does a<number> still have her on sound cloud ?? ?,3
7758,"plus jhene aiko, drake, lyrica anderson, chris brown, and sza gave me dope music al <elong> year long.",3
7759,kevin gates ft lyrica anderson : feenin ????????,3
7760,waiting for the gaga lyrica tour,3
7761,<hashtag> np dj valium - spirit of yesterday (sparks mix),3
7762,yíall know why lyrica and ginny are so good at what they do right. <repeat>they literally have ariela to give them pointers,3
7763,lyrica is just. <repeat> waow,3
7764,lyrica anderson can sing her ass off ??,3
7765,chloe tweeted lyrica then i got it stuck in my nead,3
7766,lyrica anderson album is beautiful,3
7767,"somebody ft me , lyrica &amp; breisha ??",3
7768,lyrica is just so fucking annoying tbh loved her last season nows shes a beg,3
7769,<user> play morphine on full blast ??,3
7770,<user> <user> <user> <user> you guys can sing the lyrica and i can play backup guitar since i know hotel cali,3
7771,lyrica and her husband irritate me can we get someone else please??,3
7772,"waiting for <user> to release her <hashtag> hashtagvideo,let's go lyrica i'm ready baby <smile>",3
